text,target
"한국제약바이오협회의 글로벌 제약 산업 통계에 따르면 2021년 세계 의약품 시장은 1조 2,800억 달러(약 1,679조 원)로 연평균 4~9% 성장세를 지속하고 있다. 대륙별 의약품 시장 규모 중 가장 큰 곳은 6,077억 달러(약 791조 원)의 북미 시장이다. 유럽 시장의 의약품 규모는 3,086억 달러(약 401조 7,000억 원)였고, 아시아는 아프리카와 오스트랄라시아를 합산해 3,161억 달러(약 411조 4,000억 원)로 집계됐다. 이 텍스트를 확장해줘.","한국제약바이오협회의 글로벌 제약 산업 통계에 따르면 2021년 세계 의약품 시장은 1조 2,800억 달러(약 1,679조 원)로 연평균 4~9% 성장세를 지속하고 있다. 대륙별 의약품 시장 규모 중 가장 큰 곳은 6,077억 달러(약 791조 원)의 북미 시장이다. 유럽 시장의 의약품 규모는 3,086억 달러(약 401조 7,000억 원)였고, 아시아는 아프리카와 오스트랄라시아를 합산해 3,161억 달러(약 411조 4,000억 원)로 집계됐다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"삼성바이오에피스는 2012년 삼성바이오로직스와 미국 바이오젠이 합작설립한 바이오시밀러 전문 기업이다. 설립 3년 만인 2015년에 자가면역질환 치료제 ‘레미케이드(인플릭시맙)’과 ‘엔브렐(에타너셉트)’의 바이오시밀러 2종의 국내 허가를 받았다. 이후 유럽을 시작으로 글로벌 허가를 취득함과 동시에 2017년 자가면역질환 치료제 ‘휴미라(아달리무맙)’ 바이오시밀러와 항암 치료제 ‘허셉틴(트라스투주맙)’ 바이오시밀러의 허가를 받으며 제품군을 늘려갔다. 2020년에는 단클론 항체 계열인 혈관신생 억제제 ‘아바스틴(베바시주맙)’ 바이오시밀러의 유럽 허가를 획득했다. 2021년에는 황반변성 치료제 ‘루센티스(라니비주맙)’ 바이오시밀러의 유럽 및 미국 허가를 획득했고, 2023년 미국 FDA로부터 루센티스 바이오시밀러 상호 교환성을 허가받았다. 이로써 총 6개의 바이오시밀러를 출시함과 동시에 후속 바이오시밀러 제품도 후기 임상 및 허가 절차 단계에 다다르고 있다. 2022년 4월 삼성바이오로직스의 100% 자회사가 됐으며, 현재 셀트리온과 함께 K-바이오 핵심 기업으로 자리하고 있다. 이 텍스트를 확장해줘.","삼성바이오에피스는 2012년 삼성바이오로직스와 미국 바이오젠이 합작설립한 바이오시밀러 전문 기업이다. 설립 3년 만인 2015년에 자가면역질환 치료제 ‘레미케이드(인플릭시맙)’과 ‘엔브렐(에타너셉트)’의 바이오시밀러 2종의 국내 허가를 받았다. 이후 유럽을 시작으로 글로벌 허가를 취득함과 동시에 2017년 자가면역질환 치료제 ‘휴미라(아달리무맙)’ 바이오시밀러와 항암 치료제 ‘허셉틴(트라스투주맙)’ 바이오시밀러의 허가를 받으며 제품군을 늘려갔다. 2020년에는 단클론 항체 계열인 혈관신생 억제제 ‘아바스틴(베바시주맙)’ 바이오시밀러의 유럽 허가를 획득했다. 2021년에는 황반변성 치료제 ‘루센티스(라니비주맙)’ 바이오시밀러의 유럽 및 미국 허가를 획득했고, 2023년 미국 FDA로부터 루센티스 바이오시밀러 상호 교환성을 허가받았다. 이로써 총 6개의 바이오시밀러를 출시함과 동시에 후속 바이오시밀러 제품도 후기 임상 및 허가 절차 단계에 다다르고 있다. 2022년 4월 삼성바이오로직스의 100% 자회사가 됐으며, 현재 셀트리온과 함께 K-바이오 핵심 기업으로 자리하고 있다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"현대자동차그룹의 계열사로, 그룹 내 종합물류 업무를 전담한다. 2001년 한국로지텍 주식회사로 설립된 후 2003년 글로비스 주식회사로 사명을 바꿨으며, 2011년 현대자동차그룹 출범과 함께 지금의 현대글로비스가 됐다. 영위 중인 사업은 종합물류업과 유통판매업, 해운업이다. 종합물류업은 고객의 화물에 대한 운송 서비스를 제공하는 사업으로 국내 물류와 해외 물류로 구분된다. 유통판매업은 CKD 부품 공급 사업, 도매 형태의 중고차 경매와 수출을 하는 중고차 사업, 원자재 수출입을 하는 트레이딩 사업으로 구분된다. 해운업은 선박을 이용한 화물운송 사업으로 완성차 운송과 벌크 운송으로 구분된다. 현대글로비스의 주요 고객은 그룹 계열사인 현대자동차와 기아다. 이 텍스트를 확장해줘.","현대자동차그룹의 계열사로, 그룹 내 종합물류 업무를 전담한다. 2001년 한국로지텍 주식회사로 설립된 후 2003년 글로비스 주식회사로 사명을 바꿨으며, 2011년 현대자동차그룹 출범과 함께 지금의 현대글로비스가 됐다. 영위 중인 사업은 종합물류업과 유통판매업, 해운업이다. 종합물류업은 고객의 화물에 대한 운송 서비스를 제공하는 사업으로 국내 물류와 해외 물류로 구분된다. 유통판매업은 CKD 부품 공급 사업, 도매 형태의 중고차 경매와 수출을 하는 중고차 사업, 원자재 수출입을 하는 트레이딩 사업으로 구분된다. 해운업은 선박을 이용한 화물운송 사업으로 완성차 운송과 벌크 운송으로 구분된다. 현대글로비스의 주요 고객은 그룹 계열사인 현대자동차와 기아다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"화이자는 1849년 창립한 미국의 제약사로, 2021년 기준 글로벌 1위의 매출을 기록하고 있다. 큰 규모만큼 다양한 약들을 개발하고 생산하는데 특히 성 기능 관련으로 잘 알려진 ‘비아그라’로 유명하다. 미국 내 가장 많은 바이오시밀러를 보유한 기업으로, 2022년 12월 기준 7개 품목을 보유하고 있다. 한국화이자제약은 화이자의 한국 법인으로 1969년 설립됐다. ‘환자들의 삶을 변화시키는 혁신’이라는 기업 목표 실현을 위해 혁신적인 치료제와 백신 분야에서 우수한 제품을 제공하고 있다. 국내외 화이자 사업부의 주요 연구 분야는 내과질환, 염증 및 면역질환, 항암제, 호스피탈, 희귀질환, 백신 등으로 이를 위해 정밀유도 치료제, 예방 백신, 유전자 치료제, 바이오시밀러 사업에 주력하고 있다. 이 텍스트를 확장해줘.","화이자는 1849년 창립한 미국의 제약사로, 2021년 기준 글로벌 1위의 매출을 기록하고 있다. 큰 규모만큼 다양한 약들을 개발하고 생산하는데 특히 성 기능 관련으로 잘 알려진 ‘비아그라’로 유명하다. 미국 내 가장 많은 바이오시밀러를 보유한 기업으로, 2022년 12월 기준 7개 품목을 보유하고 있다. 한국화이자제약은 화이자의 한국 법인으로 1969년 설립됐다. ‘환자들의 삶을 변화시키는 혁신’이라는 기업 목표 실현을 위해 혁신적인 치료제와 백신 분야에서 우수한 제품을 제공하고 있다. 국내외 화이자 사업부의 주요 연구 분야는 내과질환, 염증 및 면역질환, 항암제, 호스피탈, 희귀질환, 백신 등으로 이를 위해 정밀유도 치료제, 예방 백신, 유전자 치료제, 바이오시밀러 사업에 주력하고 있다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"한국항공우주산업은 1999년 설립한 항공기 전문 기업으로, 국내 민/군 항공 및 우주 산업의 핵심적인 위치에 있다. 주요 사업은 항공기, 우주선, 위성체, 발사체 및 동 부품에 대한 설계, 제조, 판매, 정비 등으로 한국 정부를 비롯한 각국 정부에 군용기를 공급한다. 아울러 국내 최초로 민간 기업이 주관하는 차세대 중형 위성, 국방 위성 개발 사업으로 진출했다. 한국형 발사체인 ‘누리호’의 총조립을 담당했으며, 핵심 구성품인 1단 추진제 탱크를 제작하는 등 위성 사업을 넘어 우주 산업 전반으로 기술 역량을 확장해 나가고 있다. 이 텍스트를 확장해줘.","한국항공우주산업은 1999년 설립한 항공기 전문 기업으로, 국내 민/군 항공 및 우주 산업의 핵심적인 위치에 있다. 주요 사업은 항공기, 우주선, 위성체, 발사체 및 동 부품에 대한 설계, 제조, 판매, 정비 등으로 한국 정부를 비롯한 각국 정부에 군용기를 공급한다. 아울러 국내 최초로 민간 기업이 주관하는 차세대 중형 위성, 국방 위성 개발 사업으로 진출했다. 한국형 발사체인 ‘누리호’의 총조립을 담당했으며, 핵심 구성품인 1단 추진제 탱크를 제작하는 등 위성 사업을 넘어 우주 산업 전반으로 기술 역량을 확장해 나가고 있다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"‘뉴 스페이스(New Space)’ 시대가 도래했다. 뉴 스페이스 시대는 민간 기업 중심의 우주개발 산업을 의미한다. 과거 국가 주도로 진행했던 것과 중심축의 차이가 있다는 뜻에서 ‘뉴(New)’ 시대로 부른다. ‘스페이스 테크(Space Tech)’는 현 우주개발과 관련된 다양한 기술을 뜻한다. 반도체와 이차전지, 인공지능(AI)의 뒤를 이을 차세대 성장 산업으로 주목받고 있다. 스페이스 테크를 주도하고 있는 나라는 미국이다. 스페이스X와 아마존이 필두에 선 우주 로켓이 달과 화성으로 날아가고 있다. 우주 탐사 및 인공위성 발사 프로젝트도 기하급수적으로 늘어났다. 업계에 따르면 연간 발사되는 인공위성의 수가 2021년 1,400개를 넘어섰다. 2030년에는 우주 산업의 투자 규모가 1조 달러(약 1,300조 원)에 달할 것이라는 분석이 지배적이다. 국내 기업들 또한 우주 산업을 겨냥한 사업을 확장하고 있다. 관련 기술이 발전하며 엔지니어링 및 설계, 시뮬레이션 등을 디지털 공간에서 할 수 있어 우주 프로젝트의 진입장벽이 낮아지고 있다. 네이버클라우드가 위성 서비스용 클라우드 인프라 사업을 본격화했으며, 한글과컴퓨터 역시 위성을 활용한 데이터 서비스 사업을 목표로 자체 인공위성 운영에 나섰다. 인공위성 간의 움직임을 예측하고 충돌을 예방하는 스타트업의 움직임도 늘어났다. 이에 우주 위성 사업을 영위하고 있는 한국항공우주산업의 역할과 중요성 또한 확장될 것으로 보인다. 이 텍스트를 확장해줘.","‘뉴 스페이스(New Space)’ 시대가 도래했다. 뉴 스페이스 시대는 민간 기업 중심의 우주개발 산업을 의미한다. 과거 국가 주도로 진행했던 것과 중심축의 차이가 있다는 뜻에서 ‘뉴(New)’ 시대로 부른다. ‘스페이스 테크(Space Tech)’는 현 우주개발과 관련된 다양한 기술을 뜻한다. 반도체와 이차전지, 인공지능(AI)의 뒤를 이을 차세대 성장 산업으로 주목받고 있다. 스페이스 테크를 주도하고 있는 나라는 미국이다. 스페이스X와 아마존이 필두에 선 우주 로켓이 달과 화성으로 날아가고 있다. 우주 탐사 및 인공위성 발사 프로젝트도 기하급수적으로 늘어났다. 업계에 따르면 연간 발사되는 인공위성의 수가 2021년 1,400개를 넘어섰다. 2030년에는 우주 산업의 투자 규모가 1조 달러(약 1,300조 원)에 달할 것이라는 분석이 지배적이다. 국내 기업들 또한 우주 산업을 겨냥한 사업을 확장하고 있다. 관련 기술이 발전하며 엔지니어링 및 설계, 시뮬레이션 등을 디지털 공간에서 할 수 있어 우주 프로젝트의 진입장벽이 낮아지고 있다. 네이버클라우드가 위성 서비스용 클라우드 인프라 사업을 본격화했으며, 한글과컴퓨터 역시 위성을 활용한 데이터 서비스 사업을 목표로 자체 인공위성 운영에 나섰다. 인공위성 간의 움직임을 예측하고 충돌을 예방하는 스타트업의 움직임도 늘어났다. 이에 우주 위성 사업을 영위하고 있는 한국항공우주산업의 역할과 중요성 또한 확장될 것으로 보인다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"미래항공모빌리티(AAM, advanced air mobility)는 미래 교통 산업 생태계를 아우르는 개념이다. 도심항공모빌리티(Urban AM)와 지역항공모빌리티(Regional AM), 무인항공시스템(UAS, unmanned aircraft system)을 포함한다. UAM는 버스나 택시처럼 도심 내 단거리를 오가고, RAM은 KTX처럼 주요 거점 지역을 이동하며, UAS는 물류 전용 이송 수단이 된다. 모건스탠리에 따르면 AAM 시장은 빠르게 확대돼, 2040년 1조 4,739억 달러(약 1,930조 원)에 달할 전망이다. 현재 자동차를 중심으로 모빌리티 사업을 진행하고 있는 기업 대부분이 AAM 산업에 뛰어들고 있으며, 드론업계 역시 적극적으로 참여하고 있다. 한국항공우주산업 또한 항공기를 제작하는 주요 사업과 관련해 ‘에어 모빌리티’ 개발에 힘을 쏟고 있다. 또한 한국형 UAM 생태계 구축을 위한 민/군 겸용 AAV(미래형 비행기체) 독자 플랫폼도 개발 중이다. 이 텍스트를 확장해줘.","미래항공모빌리티(AAM, advanced air mobility)는 미래 교통 산업 생태계를 아우르는 개념이다. 도심항공모빌리티(Urban AM)와 지역항공모빌리티(Regional AM), 무인항공시스템(UAS, unmanned aircraft system)을 포함한다. UAM는 버스나 택시처럼 도심 내 단거리를 오가고, RAM은 KTX처럼 주요 거점 지역을 이동하며, UAS는 물류 전용 이송 수단이 된다. 모건스탠리에 따르면 AAM 시장은 빠르게 확대돼, 2040년 1조 4,739억 달러(약 1,930조 원)에 달할 전망이다. 현재 자동차를 중심으로 모빌리티 사업을 진행하고 있는 기업 대부분이 AAM 산업에 뛰어들고 있으며, 드론업계 역시 적극적으로 참여하고 있다. 한국항공우주산업 또한 항공기를 제작하는 주요 사업과 관련해 ‘에어 모빌리티’ 개발에 힘을 쏟고 있다. 또한 한국형 UAM 생태계 구축을 위한 민/군 겸용 AAV(미래형 비행기체) 독자 플랫폼도 개발 중이다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"글로벌 탄소중립 기조에 따라 항공업계가 친환경 항공기로의 전환을 서두르고 있다. 특히 코로나19 엔데믹 후 늘어난 해외여행 수요에 대응하려는 민간 부문에서 적극적이다. 국내 국적항공사인 대한항공은 2023년 11월 에어버스사에 ‘A321neo’ 20대를 주문했으며, 추가로 보잉사의 신형기를 도입할 계획이다. 보유 기종의 첨단화를 통해 고객 서비스 품질 개선은 물론 연료 효율을 높이겠다는 입장이다. 프랑스 국적 항공사 에어프랑스-KLM그룹 역시 에어버스에 신기종 항공기 50대를 주문했다. 새로운 기종은 티타늄과 복합 소재 등을 사용해 기존보다 무게가 가볍기 때문에 연료 효율성이 25%가량 개선된다. 탄소 배출을 줄이기 위해서는 ‘지속가능한 항공유(SAF)’를 사용해야 하지만, 비용이 2~3배 높기 때문에 기업 입장에서는 연료 효율이 높은 신기종으로 전환하는 게 이익이다. 한편 최근 미국 공군이 NASA와 보잉에서 개발한 ‘친환경 항공기’를 도입하겠다는 입장을 발표했다. 미 공군이 채택한 항공기 역시 기존보다 높은 연료 효율을 보이는 것으로 알려졌다. 이 텍스트를 확장해줘.","글로벌 탄소중립 기조에 따라 항공업계가 친환경 항공기로의 전환을 서두르고 있다. 특히 코로나19 엔데믹 후 늘어난 해외여행 수요에 대응하려는 민간 부문에서 적극적이다. 국내 국적항공사인 대한항공은 2023년 11월 에어버스사에 ‘A321neo’ 20대를 주문했으며, 추가로 보잉사의 신형기를 도입할 계획이다. 보유 기종의 첨단화를 통해 고객 서비스 품질 개선은 물론 연료 효율을 높이겠다는 입장이다. 프랑스 국적 항공사 에어프랑스-KLM그룹 역시 에어버스에 신기종 항공기 50대를 주문했다. 새로운 기종은 티타늄과 복합 소재 등을 사용해 기존보다 무게가 가볍기 때문에 연료 효율성이 25%가량 개선된다. 탄소 배출을 줄이기 위해서는 ‘지속가능한 항공유(SAF)’를 사용해야 하지만, 비용이 2~3배 높기 때문에 기업 입장에서는 연료 효율이 높은 신기종으로 전환하는 게 이익이다. 한편 최근 미국 공군이 NASA와 보잉에서 개발한 ‘친환경 항공기’를 도입하겠다는 입장을 발표했다. 미 공군이 채택한 항공기 역시 기존보다 높은 연료 효율을 보이는 것으로 알려졌다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"한국항공우주산업이 훈련 공역 부족, 비행 소음 민원 등 현실적인 이유로 실전 비행 훈련에 어려움을 겪는 군을 위해 ‘AI 기반 미래형 비행 시뮬레이터’를 개발한다. 새로 개발할 시뮬레이터는 기존에 정해진 시나리오에서 벗어나 빅데이터로 학습된 가상의 우군기와 적기가 작용된다. 따라서 실전에 가까운 대규모 훈련이 가능하다는 장점이 있다. 한국항공우주산업은 2023년 6월 국방과학연구소 부설 국방신속획득기술연구원과 355억 원 규모의 ‘AI 기반 전술 개발/훈련용 모의비행훈련체계’ 개발 협약을 맺었다. 총 30개월의 사업 기간에 AR(증강현실) 및 MR(혼합현실) 시뮬레이터를 비롯해 AI 가상항공기를 만들 계획이다. 한국항공우주산업은 국내 1위 시뮬레이터 개발 인프라를 보유하고 있으며, 전 세계 7개국, 19개 기지에 총 60여 대의 시뮬레이터를 납품한 바 있다. 향후 함정용 시뮬레이터와 메타버스 시뮬레이터 개발도 추진할 방침이다. 이 텍스트를 확장해줘.","한국항공우주산업이 훈련 공역 부족, 비행 소음 민원 등 현실적인 이유로 실전 비행 훈련에 어려움을 겪는 군을 위해 ‘AI 기반 미래형 비행 시뮬레이터’를 개발한다. 새로 개발할 시뮬레이터는 기존에 정해진 시나리오에서 벗어나 빅데이터로 학습된 가상의 우군기와 적기가 작용된다. 따라서 실전에 가까운 대규모 훈련이 가능하다는 장점이 있다. 한국항공우주산업은 2023년 6월 국방과학연구소 부설 국방신속획득기술연구원과 355억 원 규모의 ‘AI 기반 전술 개발/훈련용 모의비행훈련체계’ 개발 협약을 맺었다. 총 30개월의 사업 기간에 AR(증강현실) 및 MR(혼합현실) 시뮬레이터를 비롯해 AI 가상항공기를 만들 계획이다. 한국항공우주산업은 국내 1위 시뮬레이터 개발 인프라를 보유하고 있으며, 전 세계 7개국, 19개 기지에 총 60여 대의 시뮬레이터를 납품한 바 있다. 향후 함정용 시뮬레이터와 메타버스 시뮬레이터 개발도 추진할 방침이다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"한국항공우주산업이 2023년 10월 폴란드 바르샤바에 중부유럽사무소를 열었다. K-방산의 최대 수입국인 폴란드를 거점으로 삼고, 폴란드 FA-50 사업 관리는 물론 유럽 내 노후 전투기 교체 수요가 있는 잠재고객을 대상으로 적극적인 마케팅 활동을 이어갈 계획이다. 앞선 7월 한국항공우주산업은 폴란드와 수출 계약을 맺은 FA-50 2대를 납품했다. 총계약대수는 48대이며, 12대는 2023년 내에 납품하고, 잔여 물량은 폴란드 공군의 요구에 따라 2028년까지 공급할 계획이다. 폴란드 공군은 2023년 8월 폴란드 국군의 날을 기념해 현지 첫 비행을 성공적으로 마쳤다. FA-50의 폴란드 비행은 그간 미국, 프랑스, 이탈리아 등 선진 항공업체가 날던 유럽 항공의 첫 비행이라는 점에서 의미가 남다르다. FA-50은 폴란드 군사재산청(AMW)이 주최하는 국제전시회 ‘라돔에어쇼 2023’에서 두 번째 비행을 통해 영국, 독일, 프랑스, 스위스 등 20만 명의 관람객에게 소개됐다. 한국항공우주산업은 라돔에어쇼의 공식 스폰서로 참가했으며, 2023년 9월 열린 ‘나토 데이즈(NATO Days)’에 또 한 번 전시됐다. 폴란드 수출형 FA-50은 국군의 날 첫 비행 이후 폴란드 주력 전투기인 Mig-29를 대체하는 핵심 기종으로 주목받고 있다. 이 텍스트를 확장해줘.","한국항공우주산업이 2023년 10월 폴란드 바르샤바에 중부유럽사무소를 열었다. K-방산의 최대 수입국인 폴란드를 거점으로 삼고, 폴란드 FA-50 사업 관리는 물론 유럽 내 노후 전투기 교체 수요가 있는 잠재고객을 대상으로 적극적인 마케팅 활동을 이어갈 계획이다. 앞선 7월 한국항공우주산업은 폴란드와 수출 계약을 맺은 FA-50 2대를 납품했다. 총계약대수는 48대이며, 12대는 2023년 내에 납품하고, 잔여 물량은 폴란드 공군의 요구에 따라 2028년까지 공급할 계획이다. 폴란드 공군은 2023년 8월 폴란드 국군의 날을 기념해 현지 첫 비행을 성공적으로 마쳤다. FA-50의 폴란드 비행은 그간 미국, 프랑스, 이탈리아 등 선진 항공업체가 날던 유럽 항공의 첫 비행이라는 점에서 의미가 남다르다. FA-50은 폴란드 군사재산청(AMW)이 주최하는 국제전시회 ‘라돔에어쇼 2023’에서 두 번째 비행을 통해 영국, 독일, 프랑스, 스위스 등 20만 명의 관람객에게 소개됐다. 한국항공우주산업은 라돔에어쇼의 공식 스폰서로 참가했으며, 2023년 9월 열린 ‘나토 데이즈(NATO Days)’에 또 한 번 전시됐다. 폴란드 수출형 FA-50은 국군의 날 첫 비행 이후 폴란드 주력 전투기인 Mig-29를 대체하는 핵심 기종으로 주목받고 있다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"한국항공우주산업이 제작을 맡은 한국군의 첫 독자 군사정찰위성 ‘425위성 EO/IR 1호’가 2023년 12월 우주에 안착했다. 우리 군의 정찰위성은 한반도와 주변 지역의 전천후 영상 정보를 수집하기 위한 것으로, 방위사업청과 국방과학연구소 주도 아래 한국항공우주연구원이 개발을 맡고, 한국항공우주산업과 위성 전문 기업 쎄트렉아이가 제작에 참여했다. 이에 그간 미국 측 정찰위성에 의존할 수밖에 없었던 대북 위성 정보를 자체적으로 수집할 수 있게 됐다. 정찰위성 1호기는 전자광학(EO) 및 적외선(IR) 카메라를 장착하고, 400~600km 고도에서 30cm 미만 크기의 물체도 식별할 수 있다. 군은 2025년까지 4기를 추가로 발사해 총 5기의 국산 정찰위성을 확보할 계획이다. 이 텍스트를 확장해줘.","한국항공우주산업이 제작을 맡은 한국군의 첫 독자 군사정찰위성 ‘425위성 EO/IR 1호’가 2023년 12월 우주에 안착했다. 우리 군의 정찰위성은 한반도와 주변 지역의 전천후 영상 정보를 수집하기 위한 것으로, 방위사업청과 국방과학연구소 주도 아래 한국항공우주연구원이 개발을 맡고, 한국항공우주산업과 위성 전문 기업 쎄트렉아이가 제작에 참여했다. 이에 그간 미국 측 정찰위성에 의존할 수밖에 없었던 대북 위성 정보를 자체적으로 수집할 수 있게 됐다. 정찰위성 1호기는 전자광학(EO) 및 적외선(IR) 카메라를 장착하고, 400~600km 고도에서 30cm 미만 크기의 물체도 식별할 수 있다. 군은 2025년까지 4기를 추가로 발사해 총 5기의 국산 정찰위성을 확보할 계획이다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"한국항공우주산업은 2022년 연 매출 2조 7,720억 원을 기록하고, 영업이익 1,484억 원을 달성했다. 2021년의 매출액과 영업이익은 각각 2조 5,483억 원과 675억 원이었으며, 2020년에는 2조 8,120억 원과 1,486억 원을 나타냈다. 이 텍스트를 확장해줘.","한국항공우주산업은 2022년 연 매출 2조 7,720억 원을 기록하고, 영업이익 1,484억 원을 달성했다. 2021년의 매출액과 영업이익은 각각 2조 5,483억 원과 675억 원이었으며, 2020년에는 2조 8,120억 원과 1,486억 원을 나타냈다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"한국항공우주산업은 항공기를 중심으로 한 우리나라 대표 방위산업체로, 우리 정부와 민간을 대상으로 사업을 영위해 왔다. 국방 예산이라는 한계점은 존재하지만, 최첨단 항공 기술력을 바탕으로 매년 꾸준한 매출을 기록해 왔다. 특히 우리나라는 북한과 대치 중인 상황으로 방위 산업에 대한 국가적 관심과 지원이 높은 편이다. 2022년의 대표적인 사업 성과 중 하나는 한국형 발사체인 ‘누리호’다. 2022년 6월에 발사한 누리호는 모든 과정을 완벽히 수행하며, 계획된 궤도에 성공적으로 안착했다. 이로써 우리나라는 자력으로 1톤급 실용 위성을 발사하는 7번째 국가에 이름을 올렸다. 이 누리호의 총조립을 맡은 곳이 바로 한국항공우주산업이다. 또 하나의 성과는 폴란드와 체결한 FA-50 공급 계약이다. 2023년부터 2025년까지 총 48대의 경전투기 납품 계약을 체결했으며, 계약 규모는 4조 원으로 역대 최대 단일 계약 규모다. 이 텍스트를 확장해줘.","한국항공우주산업은 항공기를 중심으로 한 우리나라 대표 방위산업체로, 우리 정부와 민간을 대상으로 사업을 영위해 왔다. 국방 예산이라는 한계점은 존재하지만, 최첨단 항공 기술력을 바탕으로 매년 꾸준한 매출을 기록해 왔다. 특히 우리나라는 북한과 대치 중인 상황으로 방위 산업에 대한 국가적 관심과 지원이 높은 편이다. 2022년의 대표적인 사업 성과 중 하나는 한국형 발사체인 ‘누리호’다. 2022년 6월에 발사한 누리호는 모든 과정을 완벽히 수행하며, 계획된 궤도에 성공적으로 안착했다. 이로써 우리나라는 자력으로 1톤급 실용 위성을 발사하는 7번째 국가에 이름을 올렸다. 이 누리호의 총조립을 맡은 곳이 바로 한국항공우주산업이다. 또 하나의 성과는 폴란드와 체결한 FA-50 공급 계약이다. 2023년부터 2025년까지 총 48대의 경전투기 납품 계약을 체결했으며, 계약 규모는 4조 원으로 역대 최대 단일 계약 규모다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
