text,target
"러시아와 우크라이나의 전쟁이 장기화되고, 이스라엘과 하마스 간 무력 충돌이 계속되며 글로벌 방산 시장이 빠르게 커지고 있다. 또 미국의 스페이스X, 아마존 등이 연이어 성과를 거두며 우주 산업에 대한 관심과 지원도 늘고 있는 상황이다. 이에 우주 산업과 방위 산업의 핵심적인 역할을 맡고 있는 한국항공우주산업의 가치 또한 더욱 커질 것으로 보인다. 이 텍스트를 확장해줘.","러시아와 우크라이나의 전쟁이 장기화되고, 이스라엘과 하마스 간 무력 충돌이 계속되며 글로벌 방산 시장이 빠르게 커지고 있다. 또 미국의 스페이스X, 아마존 등이 연이어 성과를 거두며 우주 산업에 대한 관심과 지원도 늘고 있는 상황이다. 이에 우주 산업과 방위 산업의 핵심적인 역할을 맡고 있는 한국항공우주산업의 가치 또한 더욱 커질 것으로 보인다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"민간 중심의 우주 산업 경쟁이 시작됐다. 스페이스X, 버진 갤럭틱(Virgin Galactic), 블루 오리진(Blue Origin) 등이 선두에 나선 상황으로, 우리나라의 우주 역량에 대한 평가는 아쉬운 상황이라는 것이 주된 목소리다. 전문가들은 우리 우주 역량이 선진국의 60~70% 수준이라며, 체계적으로 개발할 전담 조직의 부재를 가장 큰 문제로 지적한다. 정부는 ‘110대 국정 과제’ 중 하나인 ‘우주 강국 도약 및 대한민국 우주 시대 개막’ 공약을 이행하고자 항공우주청 신설 방안을 제시하고, 2023년 3월 ‘우주항공청 설치 및 운영에 관한 특별법’을 입법 예고했지만 그 이상의 진전은 없는 상태다. 스페이스X의 성장에 미국항공우주국(NASA)의 기여도가 큰 만큼, 우리 우주 산업 기업의 성장을 위해서는 전담 조직이 필요한 상황이다. NASA 외에도 러시아, 중국, 유럽, 일본, 이스라엘 등 대부분의 국가에는 이미 독자 기구가 설립돼 있다. 이 텍스트를 확장해줘.","민간 중심의 우주 산업 경쟁이 시작됐다. 스페이스X, 버진 갤럭틱(Virgin Galactic), 블루 오리진(Blue Origin) 등이 선두에 나선 상황으로, 우리나라의 우주 역량에 대한 평가는 아쉬운 상황이라는 것이 주된 목소리다. 전문가들은 우리 우주 역량이 선진국의 60~70% 수준이라며, 체계적으로 개발할 전담 조직의 부재를 가장 큰 문제로 지적한다. 정부는 ‘110대 국정 과제’ 중 하나인 ‘우주 강국 도약 및 대한민국 우주 시대 개막’ 공약을 이행하고자 항공우주청 신설 방안을 제시하고, 2023년 3월 ‘우주항공청 설치 및 운영에 관한 특별법’을 입법 예고했지만 그 이상의 진전은 없는 상태다. 스페이스X의 성장에 미국항공우주국(NASA)의 기여도가 큰 만큼, 우리 우주 산업 기업의 성장을 위해서는 전담 조직이 필요한 상황이다. NASA 외에도 러시아, 중국, 유럽, 일본, 이스라엘 등 대부분의 국가에는 이미 독자 기구가 설립돼 있다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"2022년 2월 발발한 러시아-우크라이나 전쟁이 장기화에 접어들고, 2023년 10월 이스라엘과 하마스 전쟁이 벌어짐에 따라 글로벌 방산 시장이 빠르게 확대되고 있다. 특히 전쟁 지역과 인접한 국가들의 국방 예산이 빠르게 증액됐다. 우크라이나와 러시아 인근 국가들은 러시아제 무기체계의 탈피 또한 고려 중이다. 항공우주 전문 매체 ‘Aviation Week’에 따르면 2023~2032년 글로벌 국방 예산은 기존 전망치 대비 2조 달러(약 2,600조 원), 무기 획득 예산은 6,000억 달러(약 780조 원) 이상 증가할 전망이다. 우리나라 역시 폴란드를 중심으로 방산 수출 계약을 이어가고 있다. 한국항공우주산업은 2022년 9월 폴란드를 상대로 창립 이래 가장 큰 규모의 수출 계약을 맺었으며, 2023년 2월에도 말레이시아와 1조 2,000억 원 규모의 계약을 체결했다. 이 텍스트를 확장해줘.","2022년 2월 발발한 러시아-우크라이나 전쟁이 장기화에 접어들고, 2023년 10월 이스라엘과 하마스 전쟁이 벌어짐에 따라 글로벌 방산 시장이 빠르게 확대되고 있다. 특히 전쟁 지역과 인접한 국가들의 국방 예산이 빠르게 증액됐다. 우크라이나와 러시아 인근 국가들은 러시아제 무기체계의 탈피 또한 고려 중이다. 항공우주 전문 매체 ‘Aviation Week’에 따르면 2023~2032년 글로벌 국방 예산은 기존 전망치 대비 2조 달러(약 2,600조 원), 무기 획득 예산은 6,000억 달러(약 780조 원) 이상 증가할 전망이다. 우리나라 역시 폴란드를 중심으로 방산 수출 계약을 이어가고 있다. 한국항공우주산업은 2022년 9월 폴란드를 상대로 창립 이래 가장 큰 규모의 수출 계약을 맺었으며, 2023년 2월에도 말레이시아와 1조 2,000억 원 규모의 계약을 체결했다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"코로나19 엔데믹에 따라 항공운송량이 빠르게 회복되고 있다. 2022년 12월 기준 대서양 횡단노선이 팬데믹 이전 수준으로 돌아왔으며, 환태평양/유럽-아시아 노선 역시 이전의 60% 수준에 도달했다. 글로벌 항공분석업체인 시리움(Cirium)에 따르면, 항공 산업은 2024년부터 20년간 연평균 3.6%의 성장률을 보일 전망이다. 대형 민항기 시장 역시 꾸준히 증가할 것으로 보인다. 업계에 따르면 2031년까지 총 1만 8,679대의 대형 민항기가 생산될 것으로 예측된다. 2조 9,444달러(약 2,614조 원)에 달하는 규모다. 민항기 시장을 주도할 기업은 유럽의 에어버스와 미국의 보잉으로, 두 곳 모두 한국항공우주산업과 협업 관계에 있다.  이 텍스트를 확장해줘.","코로나19 엔데믹에 따라 항공운송량이 빠르게 회복되고 있다. 2022년 12월 기준 대서양 횡단노선이 팬데믹 이전 수준으로 돌아왔으며, 환태평양/유럽-아시아 노선 역시 이전의 60% 수준에 도달했다. 글로벌 항공분석업체인 시리움(Cirium)에 따르면, 항공 산업은 2024년부터 20년간 연평균 3.6%의 성장률을 보일 전망이다. 대형 민항기 시장 역시 꾸준히 증가할 것으로 보인다. 업계에 따르면 2031년까지 총 1만 8,679대의 대형 민항기가 생산될 것으로 예측된다. 2조 9,444달러(약 2,614조 원)에 달하는 규모다. 민항기 시장을 주도할 기업은 유럽의 에어버스와 미국의 보잉으로, 두 곳 모두 한국항공우주산업과 협업 관계에 있다.  이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"과거 ‘우주’라는 개념은 과학과 탐사의 영역이었다. 미지의 세계에 대한 인류의 호기심과 이를 충족하기 위한 도전의 공간이었던 것. 하지만 지금은 다르다. 우주로 향하는 발사체를 제작하고, 위성체를 제작하며 관련 장비 산업이 커졌다. 우주 관광이 가시화되고 우주 광물의 채굴도 중요한 목표가 됐다. 이제 우주는 산업의 영역이 됐다. 민간 주도의 우주개발 시대, 이것을 ‘뉴 스페이스(New Space) 시대’라 부른다. 과학기술정보통신부의 ‘우주 산업 실태조사 보고서’에 따르면 세계 우주 산업의 규모는 2016년 3,391억 달러(약 447조 원)에서 2040년 1조 달러(약 1,300조 원)에 이를 전망이다. 2023년 한국의 우주개발 예산은 2022년 대비 19.5% 증가한 8,742억 원 규모다. 우주 산업을 주도하는 글로벌 빅테크 중 가장 주목받고 있는 곳은 미국의 스페이스X다. 국내 스페이스 테크 기업들이 인공위성을 실어 발사하는 로켓도 스페이스X에서 제작한다. 한국항공우주산업 역시 스페이스X와 차세대 중형 위성의 대체발사 계약을 맺고 있다. 아울러 한국항공우주산업은 2010년부터 한국형 발사체 개발 사업에 참여하고 있으며, 누리호의 총조립을 담당하는 등 한국형 스페이스X로 성장 중이다. 이 텍스트를 확장해줘.","과거 ‘우주’라는 개념은 과학과 탐사의 영역이었다. 미지의 세계에 대한 인류의 호기심과 이를 충족하기 위한 도전의 공간이었던 것. 하지만 지금은 다르다. 우주로 향하는 발사체를 제작하고, 위성체를 제작하며 관련 장비 산업이 커졌다. 우주 관광이 가시화되고 우주 광물의 채굴도 중요한 목표가 됐다. 이제 우주는 산업의 영역이 됐다. 민간 주도의 우주개발 시대, 이것을 ‘뉴 스페이스(New Space) 시대’라 부른다. 과학기술정보통신부의 ‘우주 산업 실태조사 보고서’에 따르면 세계 우주 산업의 규모는 2016년 3,391억 달러(약 447조 원)에서 2040년 1조 달러(약 1,300조 원)에 이를 전망이다. 2023년 한국의 우주개발 예산은 2022년 대비 19.5% 증가한 8,742억 원 규모다. 우주 산업을 주도하는 글로벌 빅테크 중 가장 주목받고 있는 곳은 미국의 스페이스X다. 국내 스페이스 테크 기업들이 인공위성을 실어 발사하는 로켓도 스페이스X에서 제작한다. 한국항공우주산업 역시 스페이스X와 차세대 중형 위성의 대체발사 계약을 맺고 있다. 아울러 한국항공우주산업은 2010년부터 한국형 발사체 개발 사업에 참여하고 있으며, 누리호의 총조립을 담당하는 등 한국형 스페이스X로 성장 중이다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"항공기는 자동차, 일반 기계 등과 달리 수입 의존도가 높은 산업이다. 수요가 제한적이고 요구되는 기술 수준은 높은 상황이라, 소수의 완제기 제작업체 및 부품업체만이 경제성을 확보할 수 있다. 현재 전 세계적인 수요를 공급하고 있는 업체 또한 소수에 불과하다. 한국항공우주산업 역시 상당 부분의 부품과 장비를 해외 전문 업체로부터 구매하고 있다. 원재료 또한 수입산이 많다. 알루미늄 합금과 티타늄, 복합재 등이 대표적이다. 이 텍스트를 확장해줘.","항공기는 자동차, 일반 기계 등과 달리 수입 의존도가 높은 산업이다. 수요가 제한적이고 요구되는 기술 수준은 높은 상황이라, 소수의 완제기 제작업체 및 부품업체만이 경제성을 확보할 수 있다. 현재 전 세계적인 수요를 공급하고 있는 업체 또한 소수에 불과하다. 한국항공우주산업 역시 상당 부분의 부품과 장비를 해외 전문 업체로부터 구매하고 있다. 원재료 또한 수입산이 많다. 알루미늄 합금과 티타늄, 복합재 등이 대표적이다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"한국항공우주산업은 민간 기업임에도 공기업으로 불릴 만큼 국가 정책에 결정적인 영향을 받는다. 한국항공우주산업이 공기업으로 분류되는 이유는 두 가지다. 첫째, 최대 주주가 한국수출입은행이라는 점이다. 한국수출입은행은 국책은행으로 정부의 정책에 따라 운영된다. 2023년 6월 기준 최대 주주의 지분은 26.41%다. 2대 주주인 국민연금공단(10.3%)의 2배가 넘는다. 둘째, 방위 산업의 특성이다. 내수 방산의 고객은 방위사업청이다. 방위사업청은 국방중기계획에 따라 예산을 지급받고 이를 집행한다. 따라서 국방 예산 이상의 수익을 내기 어렵다는 한계가 존재한다. 한국항공우주산업의 방위사업청 매출 비중은 2021년 72.31%, 2022년 69.11%, 2023년 반기 66.48%를 차지했다. 이 텍스트를 확장해줘.","한국항공우주산업은 민간 기업임에도 공기업으로 불릴 만큼 국가 정책에 결정적인 영향을 받는다. 한국항공우주산업이 공기업으로 분류되는 이유는 두 가지다. 첫째, 최대 주주가 한국수출입은행이라는 점이다. 한국수출입은행은 국책은행으로 정부의 정책에 따라 운영된다. 2023년 6월 기준 최대 주주의 지분은 26.41%다. 2대 주주인 국민연금공단(10.3%)의 2배가 넘는다. 둘째, 방위 산업의 특성이다. 내수 방산의 고객은 방위사업청이다. 방위사업청은 국방중기계획에 따라 예산을 지급받고 이를 집행한다. 따라서 국방 예산 이상의 수익을 내기 어렵다는 한계가 존재한다. 한국항공우주산업의 방위사업청 매출 비중은 2021년 72.31%, 2022년 69.11%, 2023년 반기 66.48%를 차지했다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"한국항공우주산업은 1999년 설립 당시 ‘항공우주산업 개발 촉진법’과 ‘방위 산업에 관한 특별 조치법’ 등에 따라 국내 항공기 시장에서 독점적 사업 지위를 유지했다. 2008년 말 방위 산업의 전문화 및 계열화가 폐지됨에 따라 민간에도 그 기회가 열렸다. 하지만 대규모 설비 및 연구개발 투자가 필요한 항공 산업의 특성상 진입장벽이 높아 유의미한 성과를 내는 기업이 보이지 않는 상황이다. 이에 따라 국내 유일의 항공기 체계 종합 및 제작업체로의 한국항공우주산업의 위치는 공고하다. 한편 2023~2027 국방중기계획에 따라 방위력 개선비는 2022년 대비 27.5%(총 107조 4,000억 원)까지 증가한다. 항공기 중심 군수 사업의 안정적 성장을 기대해 볼 수 있는 상황이다. 이 텍스트를 확장해줘.","한국항공우주산업은 1999년 설립 당시 ‘항공우주산업 개발 촉진법’과 ‘방위 산업에 관한 특별 조치법’ 등에 따라 국내 항공기 시장에서 독점적 사업 지위를 유지했다. 2008년 말 방위 산업의 전문화 및 계열화가 폐지됨에 따라 민간에도 그 기회가 열렸다. 하지만 대규모 설비 및 연구개발 투자가 필요한 항공 산업의 특성상 진입장벽이 높아 유의미한 성과를 내는 기업이 보이지 않는 상황이다. 이에 따라 국내 유일의 항공기 체계 종합 및 제작업체로의 한국항공우주산업의 위치는 공고하다. 한편 2023~2027 국방중기계획에 따라 방위력 개선비는 2022년 대비 27.5%(총 107조 4,000억 원)까지 증가한다. 항공기 중심 군수 사업의 안정적 성장을 기대해 볼 수 있는 상황이다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"한국항공우주산업이 2023년 11월 항공기 개발 항공전자 분야에서 CMMI 2.2 버전의 최고 등급인 레벨5 인증 승인을 획득했다. CMMI는 시스템공학(SE) 분야와 소프트웨어 개발 역량을 평가하는 대표적인 국제 기준이다. ▲시스템과 소프트웨어의 품질 ▲인프라 구축 ▲운용 및 프로세스 성숙도 ▲수행 능력 등 개발 과정 전체를 종합적으로 평가한다. 이 중 최고 수준의 인증을 받아야만 레벨5에 도달할 수 있다. 현재 전 세계 106개국에서 CMMI를 적용하고 있는데, 레벨5를 획득한 업체나 기관은 한국항공우주산업을 포함해 미국 록히드마틴, 영국 BAE시스템 등 전체의 9% 미만에 불과하다. CMMI 버전은 꾸준히 변경되며 한국항공우주산업은 2017년부터 각 버전에서 레벨5 인증을 획득하고 있다.코로나19 엔데믹에 따라 물류 비용이 하락하며 글로벌 공급난이 해소되는 모양을 보였으나, 러시아-우크라이나 전쟁의 장기화와 이스라엘-하마스 전쟁 등으로 중동의 위기가 극에 달하며 운송에 대한 불확실성이 여전한 것으로 보인다. 뿐만 아니다. 글로벌 경기 침체로 인해 미중 무역 갈등이 심화되고 있고, 무역 이기주의 현상이 확산되고 있다. 기후 변화도 적지 않은 영향을 주고 있다. 가뭄으로 인해 세계 물류의 핵심 통로로 불리는 파나마 운하의 병목 현상이 반복되고 있다. 2023년 12월 이스라엘-하마스 전쟁으로 예멘 반군이 홍해에서 민간 선박을 연쇄적으로 공격함에 따라 수에즈 운하로 들어가는 국제 교역로가 타격을 받고 있다. 이 텍스트를 확장해줘.","한국항공우주산업이 2023년 11월 항공기 개발 항공전자 분야에서 CMMI 2.2 버전의 최고 등급인 레벨5 인증 승인을 획득했다. CMMI는 시스템공학(SE) 분야와 소프트웨어 개발 역량을 평가하는 대표적인 국제 기준이다. ▲시스템과 소프트웨어의 품질 ▲인프라 구축 ▲운용 및 프로세스 성숙도 ▲수행 능력 등 개발 과정 전체를 종합적으로 평가한다. 이 중 최고 수준의 인증을 받아야만 레벨5에 도달할 수 있다. 현재 전 세계 106개국에서 CMMI를 적용하고 있는데, 레벨5를 획득한 업체나 기관은 한국항공우주산업을 포함해 미국 록히드마틴, 영국 BAE시스템 등 전체의 9% 미만에 불과하다. CMMI 버전은 꾸준히 변경되며 한국항공우주산업은 2017년부터 각 버전에서 레벨5 인증을 획득하고 있다.코로나19 엔데믹에 따라 물류 비용이 하락하며 글로벌 공급난이 해소되는 모양을 보였으나, 러시아-우크라이나 전쟁의 장기화와 이스라엘-하마스 전쟁 등으로 중동의 위기가 극에 달하며 운송에 대한 불확실성이 여전한 것으로 보인다. 뿐만 아니다. 글로벌 경기 침체로 인해 미중 무역 갈등이 심화되고 있고, 무역 이기주의 현상이 확산되고 있다. 기후 변화도 적지 않은 영향을 주고 있다. 가뭄으로 인해 세계 물류의 핵심 통로로 불리는 파나마 운하의 병목 현상이 반복되고 있다. 2023년 12월 이스라엘-하마스 전쟁으로 예멘 반군이 홍해에서 민간 선박을 연쇄적으로 공격함에 따라 수에즈 운하로 들어가는 국제 교역로가 타격을 받고 있다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"2023년 3월 고용노동부가 실시한 조사에서 제조와 물류업의 인력난이 제일 심각한 것으로 발표됐다. 2022년 3분기 기준 빈 일자리는 제조 분야 5만 8,000명, 물류 및 운송 분야 2만 8,000명으로 집계됐다. 인력 부족의 주요 원인으로는 ▲시설 기반 지방 인구 감소 ▲지방 근무 기피 ▲3D 업종/사양산업이라는 부정적 인식 고착 ▲열악한 근무 환경 등이었다. 기존 근로자 역시 코로나19 이후 이탈이 가속화되고 있는 것으로 조사됐다. 이에 업계는 생존을 위해 디지털 전환을 고려하고 있는 상황이다.글로벌 시장조사업체 모더인텔리전스에 따르면, 전 세계 3PL 시장 규모는 2020년 1조 달러(약 1,326조 원)에서 연평균 8% 성장해 2026년 1조 7,500억 달러(약 2,321조 원) 수준에 달할 전망이다. 물류 서비스를 필요로 하는 기업들이 물류 관련 업무를 물류 전문 기업에게 위탁하는 일이 빈번해지고 있기 때문이다. 최근에는 물류 업무에 대한 대행 업무를 넘어, 물류와 관련된 컨설팅 및 IT 솔루션을 제공하는 4PL, 풀필먼트 서비스에 대한 수요도 늘어나는 상황이다. 물류 서비스에 대한 수요는 앞으로도 꾸준히 증가할 것으로 예측된다. MZ세대를 기반으로 자신만의 취향을 고집하는 ‘디깅’ 문화가 확산됨에 따라 기업들의 마이크로 마케팅이 확대되고, 다품종 제품을 관리하는 기업들에게는 물류 전문가의 서비스가 필요하기 때문이다. 이 텍스트를 확장해줘.","2023년 3월 고용노동부가 실시한 조사에서 제조와 물류업의 인력난이 제일 심각한 것으로 발표됐다. 2022년 3분기 기준 빈 일자리는 제조 분야 5만 8,000명, 물류 및 운송 분야 2만 8,000명으로 집계됐다. 인력 부족의 주요 원인으로는 ▲시설 기반 지방 인구 감소 ▲지방 근무 기피 ▲3D 업종/사양산업이라는 부정적 인식 고착 ▲열악한 근무 환경 등이었다. 기존 근로자 역시 코로나19 이후 이탈이 가속화되고 있는 것으로 조사됐다. 이에 업계는 생존을 위해 디지털 전환을 고려하고 있는 상황이다.글로벌 시장조사업체 모더인텔리전스에 따르면, 전 세계 3PL 시장 규모는 2020년 1조 달러(약 1,326조 원)에서 연평균 8% 성장해 2026년 1조 7,500억 달러(약 2,321조 원) 수준에 달할 전망이다. 물류 서비스를 필요로 하는 기업들이 물류 관련 업무를 물류 전문 기업에게 위탁하는 일이 빈번해지고 있기 때문이다. 최근에는 물류 업무에 대한 대행 업무를 넘어, 물류와 관련된 컨설팅 및 IT 솔루션을 제공하는 4PL, 풀필먼트 서비스에 대한 수요도 늘어나는 상황이다. 물류 서비스에 대한 수요는 앞으로도 꾸준히 증가할 것으로 예측된다. MZ세대를 기반으로 자신만의 취향을 고집하는 ‘디깅’ 문화가 확산됨에 따라 기업들의 마이크로 마케팅이 확대되고, 다품종 제품을 관리하는 기업들에게는 물류 전문가의 서비스가 필요하기 때문이다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"해외 직접 구매 시장이 급속도로 성장하고 있다. 통계청에 따르면 국내 해외 직구 시장은 2020년 4조 677억 원에서 2021년 5조 1,152억 원으로 늘었으며 2022년에는 5조 3,239억 원으로 확대됐다. 2023년 역시 상반기에만 3조 1,629억 원을 기록해 전년 동기 대비 18.3% 증가했다. 업계는 2023년 해외 직구 시장을 6조 원대로 추산하고 있다. 해외 직구 시장 확대에 결정적 역할을 한 것은 이커머스 기업들이다. SSG닷컴과 쿠팡, 11번가, 티몬 등이 해외 직구에 적극 나서고 있으며, 중국발 알리익스프레스 역시 한국 시장 확대를 위해 공격적인 투자를 이어가고 있다. 여기에 더해 경기 침체와 고물가, 강달러 등의 기조로 인해 보다 저렴하게 제품을 구입하기 위해 해외 직구를 선택하는 이들이 늘어나는 추세다. 이 텍스트를 확장해줘.","해외 직접 구매 시장이 급속도로 성장하고 있다. 통계청에 따르면 국내 해외 직구 시장은 2020년 4조 677억 원에서 2021년 5조 1,152억 원으로 늘었으며 2022년에는 5조 3,239억 원으로 확대됐다. 2023년 역시 상반기에만 3조 1,629억 원을 기록해 전년 동기 대비 18.3% 증가했다. 업계는 2023년 해외 직구 시장을 6조 원대로 추산하고 있다. 해외 직구 시장 확대에 결정적 역할을 한 것은 이커머스 기업들이다. SSG닷컴과 쿠팡, 11번가, 티몬 등이 해외 직구에 적극 나서고 있으며, 중국발 알리익스프레스 역시 한국 시장 확대를 위해 공격적인 투자를 이어가고 있다. 여기에 더해 경기 침체와 고물가, 강달러 등의 기조로 인해 보다 저렴하게 제품을 구입하기 위해 해외 직구를 선택하는 이들이 늘어나는 추세다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"2021년 5월 LG그룹에서 분리 출범한 LX그룹이 높은 성장세를 기록하고 있다. 하지만 LG 의존도에 대한 한계도 지적된다. LX세미콘과 LX판토스 등 LX그룹의 핵심적인 계열사들의 LG그룹 매출이 50%를 넘긴다는 점 때문이다. 실제로 2022년 LX판토스가 LG전자와 LG화학으로부터 달성한 매출은 56.3%를 차지했다. 글로벌 리딩 그룹과 함께 성장한다는 점은 긍정적이지만, LX그룹으로 성장하고자 독립을 선택한 만큼 그에 맞는 행보를 보여줘야 할 때다. 이 텍스트를 확장해줘.","2021년 5월 LG그룹에서 분리 출범한 LX그룹이 높은 성장세를 기록하고 있다. 하지만 LG 의존도에 대한 한계도 지적된다. LX세미콘과 LX판토스 등 LX그룹의 핵심적인 계열사들의 LG그룹 매출이 50%를 넘긴다는 점 때문이다. 실제로 2022년 LX판토스가 LG전자와 LG화학으로부터 달성한 매출은 56.3%를 차지했다. 글로벌 리딩 그룹과 함께 성장한다는 점은 긍정적이지만, LX그룹으로 성장하고자 독립을 선택한 만큼 그에 맞는 행보를 보여줘야 할 때다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
"LX판토스가 2021년 연간 글로벌 해상 물동량 165만 8,000TEU를 기록하며 국내 1위, 글로벌 6위에 이름을 올렸다. 2022년 10월 미국의 리서치기관 암스트롱앤어소시에이트가 내놓은 조사 결과에 따르면 유럽계 기업들이 상위권을 휩쓴 가운데, 한국 기업 중에서는 유일하게 LX판토스가 6위를 차지하며 10위 안에 올랐다. 물동량은 화주를 대상으로 한 물류업체의 영업력과 가격 경쟁력을 가늠하는 핵심 지표로 꼽힌다. LX판토스가 운송한 165만 8,000TEU의 컨테이너 박스를 일렬로 나열하면 서울과 부산을 13번 왕복할 수 있는 길이로, 약 1만km에 달한다. 특히 2021년은 글로벌 물류 대란이 터진 해로, 전 세계 기업들이 운송 전쟁을 치른 상황이라 더 큰 의미를 가진다. 국내 또 다른 기업으로는 CJ대한통운이 27만TEU로 36위에 이름을 올렸다. 이 텍스트를 확장해줘.","LX판토스가 2021년 연간 글로벌 해상 물동량 165만 8,000TEU를 기록하며 국내 1위, 글로벌 6위에 이름을 올렸다. 2022년 10월 미국의 리서치기관 암스트롱앤어소시에이트가 내놓은 조사 결과에 따르면 유럽계 기업들이 상위권을 휩쓴 가운데, 한국 기업 중에서는 유일하게 LX판토스가 6위를 차지하며 10위 안에 올랐다. 물동량은 화주를 대상으로 한 물류업체의 영업력과 가격 경쟁력을 가늠하는 핵심 지표로 꼽힌다. LX판토스가 운송한 165만 8,000TEU의 컨테이너 박스를 일렬로 나열하면 서울과 부산을 13번 왕복할 수 있는 길이로, 약 1만km에 달한다. 특히 2021년은 글로벌 물류 대란이 터진 해로, 전 세계 기업들이 운송 전쟁을 치른 상황이라 더 큰 의미를 가진다. 국내 또 다른 기업으로는 CJ대한통운이 27만TEU로 36위에 이름을 올렸다. 이와 관련하여 전문가들은 향후 시장 동향에 대한 심층 분석을 진행하고 있다."
